Datetime,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2022-10-04 15:30:00-04:00,1326169.1856122608,-547246.0173558736,303164.28101359616,1260288.3062618405,-3383.159051516605,-25.005539368194125,-18.660541646269632,-7.9591004528257745
2022-10-05 09:30:00-04:00,12022663.717839098,-1970143.88259198,-139129.49837665935,5428203.341370936,344320.3462112825,-16.69923791450211,-16.76420548150392,-5.17010965637984
2022-10-05 10:30:00-04:00,3688755.162750458,-975582.734308815,-718181.0000214,3139496.810277655,-7345.289135614145,-31.274432046162893,-21.99257484689891,-4.867459833794042
2022-10-05 11:30:00-04:00,1068792.9770653367,-714832.069854407,-793972.8908181159,1593898.5416553516,-3877.675127524363,-30.273655017298303,-19.274711792162073,-5.403491994473764
2022-10-05 12:30:00-04:00,-292645.59452343284,-326458.4164814094,-683349.7824488988,1400712.280750193,-3330.6054690110773,-29.085130635171524,-19.033145869417098,-6.491473560530794
2022-10-05 13:30:00-04:00,-1241148.5263752665,257321.5032969629,-359278.0280115393,1344133.9296320463,-3146.10668647846,-25.467881737264417,-19.93265017247375,-9.214973091824557
2022-10-05 14:30:00-04:00,2743193.911157687,-802755.3557236769,-699843.9264890072,631135.028228789,-2170.663824560284,-21.846389459638807,-17.076598683716774,-9.807769374456406
2022-10-05 15:30:00-04:00,1969063.1488067121,-1003578.7151921338,-133730.19094176556,2117532.266797558,-5129.434067892681,-22.24768322500485,-21.52897786608062,-10.936859581324002
2022-10-06 09:30:00-04:00,13721416.486709684,-2294181.148276749,-298264.5430273443,4272406.211638584,-10987.382566590577,-22.125201275426402,-18.80122957488587,-8.098007278310787
2022-10-06 10:30:00-04:00,3137987.4075424406,1943482.0806937974,-442865.62899794383,1929628.2819489848,-4943.878041459119,-15.610677444570047,-20.577580610670054,-9.384956876532872
2022-10-06 11:30:00-04:00,852518.3917519797,1087130.5320221018,-848841.3818820897,1112380.7549979594,-2918.032798315626,-19.574482553739596,-18.52664570623149,-8.757545255602844
2022-10-06 12:30:00-04:00,-1888084.6911758855,526083.2953477381,-807427.3445353425,1073355.0008896529,-2464.1369911679017,-21.9068331084264,-21.248540686999362,-9.516390100331986
2022-10-06 13:30:00-04:00,-2268055.532405138,1461334.7326679002,-1025523.4141105023,1791855.6618009058,-3857.940028915288,-21.455247997986838,-22.25912836099075,-8.96077613850783
2022-10-06 14:30:00-04:00,-177382.3907979077,586155.024888639,-702209.8807401315,979080.522967492,-2517.489148489142,-23.43313411946419,-18.772749479789287,-6.735378677644423
2022-10-06 15:30:00-04:00,-552453.5443232334,102750.01529745127,-263740.67389232304,1124898.921394853,-2804.3634774587817,-23.73803414720104,-20.0298954243086,-7.460516923123875
2022-10-07 09:30:00-04:00,13210781.97842047,-1046018.2835760792,3773531.575690389,2808696.946470943,-8517.90948565521,-27.986475783351008,-16.37218959269837,3.4412511158375954
2022-10-07 10:30:00-04:00,3679390.170055077,-464120.8670008749,866398.641427663,981921.0605681749,-3209.9780749622037,-30.19592015013318,-19.14837417356493,0.39578487834977455
2022-10-07 11:30:00-04:00,-154808.117106743,209572.41877080454,-25538.399903578375,705741.276395215,-2045.6945688894582,-29.84357633133426,-21.139618804969516,-0.667337950666426
2022-10-07 12:30:00-04:00,318317.0478541109,652448.8108097037,-305242.64956164965,22949.827355780297,-708.8247499850432,-28.910253404060523,-19.0363954674363,-0.5399147363660878
2022-10-07 13:30:00-04:00,-826867.5856140846,2017088.5825722774,-906891.7909909008,-306379.01308272616,148.79661168772938,-27.673149182997445,-18.23953621667149,-1.689911134851975
2022-10-07 14:30:00-04:00,1154058.005145145,118390.42415715511,386865.34861432295,35933.55750717571,-920.5387340125711,-30.58117287209229,-18.8236269549421,-0.07271576371343186
2022-10-07 15:30:00-04:00,5869592.757474878,-1801378.4928018257,1567319.0858929167,-70048.97336005238,-1436.6909542952906,-31.447188905891796,-16.713778411143142,1.3163155664375035
2022-10-10 09:30:00-04:00,11859440.243663643,-1694826.2725566484,1170157.0302087096,-297670.5258377904,-1730.2563334427884,-28.33339876781266,-11.474932318062534,7.800141944615551
2022-10-10 10:30:00-04:00,2480297.909614781,-534403.153827812,820173.4937919412,603947.6876837313,-2280.4329422695255,-32.71231046234993,-19.758611111687692,6.1310632942845045
2022-10-10 11:30:00-04:00,-508019.869442096,-26186.92183968952,228343.3864807559,-536169.7569500292,478.2282799080193,-32.336539011837104,-18.83150772063226,6.656810083870709
2022-10-10 12:30:00-04:00,-978332.5377218537,-124704.74455986917,-14173.431150473252,-165651.46787855212,-172.38000136897995,-32.81774869267497,-20.612142955576463,6.520150241028551
2022-10-10 13:30:00-04:00,1877220.3797632186,-1680115.7929760956,-93628.48913306791,-799737.8986415853,774.4748204895639,-30.477131018908203,-18.9410631303214,4.655719054866102
2022-10-10 14:30:00-04:00,123711.3928092937,-1007892.0421565125,-43895.5453956145,-316855.8981822592,11.78803845400504,-31.235075898281057,-19.801730496720573,5.563301100339435
2022-10-10 15:30:00-04:00,-565950.5789971587,-678029.9619777334,789086.3962575454,10822.281908131468,-670.6372963711002,-31.304020841539515,-20.987643339492717,6.19272232410052
2022-10-11 09:30:00-04:00,12451419.05821484,2274976.7951575513,64020.53474740228,211051.48933528506,-2796.976311309622,-26.805795990476156,-7.900722849834378,8.903475816282821
2022-10-11 10:30:00-04:00,3436586.6002234006,1292957.291495732,-390982.4163590761,-228873.82440900893,-623.4356368155521,-29.977449563712803,-15.891056491540999,5.643320296725753
2022-10-11 11:30:00-04:00,1471397.5717745088,534086.6243307627,-315680.93280974246,41183.62970153008,-895.1715388953171,-29.352564576415624,-19.036895125743822,3.256682817031576
2022-10-11 12:30:00-04:00,-421604.3388023857,472727.11189087626,-770940.9561087303,-374501.8789457164,254.67362453973266,-29.37522455888776,-18.88366175448521,3.9249380805935954
2022-10-11 13:30:00-04:00,-797643.6269528626,459961.57718445675,-645841.4613043721,-537585.4010191467,618.0244215685236,-29.60723498969396,-19.312103243656978,3.5700086432295324
2022-10-11 14:30:00-04:00,4137376.2339227158,-293712.12598028244,195715.4265791903,-693628.072682256,186.25752705310552,-30.819275395898917,-14.581974436207737,6.820985539476546
2022-10-11 15:30:00-04:00,1028186.7299911152,6165.288388638469,265128.8875289494,501646.84663056966,-1823.9521794588811,-33.953051309902534,-20.72026010055678,6.954647206019447
2022-10-12 09:30:00-04:00,10068585.48623716,-524185.2458282521,-1103305.1963905394,-257924.53061916726,-1313.2221449352016,-29.754681439293996,-11.530750562502211,7.196143084523717
2022-10-12 10:30:00-04:00,2044841.7830224896,372342.024819605,-1399663.4097228663,-720071.7750388681,704.0470040030366,-34.34742553069449,-13.692893994137908,6.461717476646891
2022-10-12 11:30:00-04:00,9542.315719982716,1778625.2077000425,-1192005.2659071612,-489926.2619180866,449.3254671799514,-36.42987169522415,-13.344505055390163,7.782135492776624
2022-10-12 12:30:00-04:00,-2672620.0938046104,367525.09073539387,-469554.8453803001,-921356.986159417,1621.8740905417915,-40.461046340199466,-15.238351866100578,7.063106590442436
2022-10-12 13:30:00-04:00,3128238.588494855,1412924.6237531689,-737762.9766388701,-896399.1825267271,803.8847602007505,-34.68366838114031,-10.96946559284815,6.349815704966167
2022-10-12 14:30:00-04:00,-205011.80431630756,706500.9748147689,-900857.278375888,-695392.9576457865,882.8734524435015,-39.06139590840802,-13.575706530849471,7.760625733700093
2022-10-12 15:30:00-04:00,-395430.7065967161,223074.30155673495,-327614.0894971109,190323.03335612864,-936.8770010016204,-42.031063285705024,-16.38515876393799,7.900902721916063
2022-10-13 09:30:00-04:00,20009730.625184286,-2797461.281781986,1668484.1831611071,-674131.0278286826,-2094.639988338156,-30.450792726877538,-7.423555117160382,7.097485582637223
2022-10-13 10:30:00-04:00,11986909.354196532,-1471694.1796333946,1501909.8923579538,446881.8503949888,-3295.6245030028026,-31.44220041805414,-15.846082627680813,2.6353432592331743
2022-10-13 11:30:00-04:00,9731492.545068838,-2972484.1694641346,1023719.3969362846,-660728.0471539248,-662.795201692107,-30.219650043676648,-12.558766218548477,0.15461422074620304
2022-10-13 12:30:00-04:00,1937879.6319012037,-580415.217343758,381283.20515541243,-200932.70461045855,-529.0685715483147,-29.420263503556647,-18.23480872115679,-2.545655205852814
2022-10-13 13:30:00-04:00,225248.210929378,-753237.9152385292,461961.7731978066,-453632.0766986483,203.15023264454894,-30.402030363906352,-17.391598771629546,-2.055260651959257
2022-10-13 14:30:00-04:00,4459961.61871061,-2497631.382783507,-198476.71655557022,-121459.33050661371,-902.938432401938,-28.66622860226219,-18.32252934169309,-2.518233331490553
2022-10-13 15:30:00-04:00,4054222.42245626,-2181796.251844509,904756.3330298235,503654.41710090626,-2256.6099810993624,-30.941485794962897,-17.63746504491512,0.16419416735799677
2022-10-14 09:30:00-04:00,16546870.751221167,-5357601.69894209,1088157.1515504438,17573.953005070463,-2886.4089434009397,-30.31766544110517,-6.426703087323165,2.8838504314104214
2022-10-14 10:30:00-04:00,2978975.8534314926,-1970583.7950733237,-260837.08167907712,-574094.5045316552,201.31468756249757,-36.37700563246903,-14.083608379100568,2.136937144881693
2022-10-14 11:30:00-04:00,393517.80427560746,-283917.41676768876,-441108.9512090504,-703999.4500496917,787.6134973584171,-34.227550039322885,-15.290731507446168,1.536753734029109
2022-10-14 12:30:00-04:00,-2404302.467208738,104091.21650467113,-802989.5259908199,-549364.4300485605,885.4495426549332,-35.47483423915292,-18.300088661311364,0.6824922154247266
2022-10-14 13:30:00-04:00,-1805618.80942521,-513524.23223787866,-688311.0516005178,-862402.386809227,1437.8055619817746,-35.263670707238056,-17.996424684073794,0.6794903909078661
2022-10-14 14:30:00-04:00,894329.061259945,-1940868.1325408246,-642308.2584957606,-666943.8618748381,714.423120833737,-35.41953473321123,-18.40940251102592,0.27575382994101627
2022-10-14 15:30:00-04:00,3770310.171345708,-1844665.4482380187,1232825.5542507991,-265685.1241867694,-718.5480251859132,-34.23590907356479,-17.36305139743519,0.34150235665115874
2022-10-17 09:30:00-04:00,16330641.499001926,-3704406.063553254,-299589.0696415615,-908356.4996798869,-858.2918548802529,-22.379993830308788,-8.803295850085233,-3.006044947187711
2022-10-17 10:30:00-04:00,4174255.2386303544,-2160336.211245555,-956711.4344698063,-743179.534714054,475.59448061101597,-26.935152455041596,-16.369024801805132,-2.537167164705998
2022-10-17 11:30:00-04:00,246764.95779733648,137678.75777325526,-1007341.8045900079,-674204.2565383733,808.0538244020163,-24.815902298048016,-19.04241345484106,-2.344064736316586
2022-10-17 12:30:00-04:00,-1303830.0432117998,-528085.8034087429,-1053218.078298974,-704165.5005724484,1098.5419127174343,-27.445828816568962,-19.496554589520922,-1.2940055131388442
2022-10-17 13:30:00-04:00,-1107712.7465134745,-492899.46834339167,-756108.3956004,-711638.5745813184,1048.8310904082023,-28.229736815441612,-18.041540946406933,-0.5217119480446925
2022-10-17 14:30:00-04:00,-485738.8375912145,-305241.94049493707,-994178.1875042404,-682368.157026639,932.1139943673267,-28.118792007911658,-17.365914734759137,-0.02117458784690233
2022-10-17 15:30:00-04:00,290974.8668346486,299922.07938156143,713318.506937745,269672.51941358,-1322.4268107927414,-28.319519076010575,-18.477310641152453,0.4044446191563156
2022-10-18 09:30:00-04:00,12825817.884935053,-1803449.6253536455,1499346.5647126387,-447062.5741922795,-1597.1655282487036,-23.518776099803002,-6.0228176316535835,7.435792813773913
2022-10-18 10:30:00-04:00,3345542.5113026705,-475226.7598527094,-544835.4051020829,-351081.3068848281,-299.7487281664505,-31.39847512222309,-10.085354677831582,6.969407247002335
2022-10-18 11:30:00-04:00,1268929.5511126237,-855231.3643320309,-227877.18201054493,-810521.2645239023,873.1252653970527,-32.79562124570638,-12.502379617750908,5.876302365605278
2022-10-18 12:30:00-04:00,530087.7642817307,-932949.7089398658,-627549.9591219211,-662380.1546669551,725.9260357872832,-30.508469436222526,-14.123143690212277,4.39340473250508
2022-10-18 13:30:00-04:00,-1839854.4192971557,-466051.4702182464,-658641.9767253724,-750115.0935147424,1211.0928733895037,-31.052542253489296,-14.551790577428028,3.9128845054338925
2022-10-18 14:30:00-04:00,16403572.979274128,-9541888.231295967,-3835790.951890151,-1419689.680739369,761.8210467993399,-28.784382196328135,-7.541222808342011,3.167392739337864
2022-10-18 15:30:00-04:00,1839799.826383777,-1818665.9472648334,-468333.5492393747,254138.5098685927,-1293.3312393668643,-34.182173236716764,-16.669941576816008,4.9918531851414585
2022-10-19 09:30:00-04:00,9997603.14030171,226337.32159268187,-367350.8639258964,2097856.963897641,1888.8962047928796,-19.966147833044726,-19.924895243936355,3.5516780522694913
2022-10-19 10:30:00-04:00,799325.8456950247,1012105.052892632,-964593.926444057,561318.5823972737,-1783.745901147698,-23.75984957797926,-18.207375655262943,5.182046581289554
2022-10-19 11:30:00-04:00,-1695834.472768023,300267.54074955254,-418845.0846155818,146433.3382493676,-665.1962037121249,-28.90739713557613,-19.310785398799588,6.370218328499802
2022-10-19 12:30:00-04:00,-125265.23516670008,1114110.564160288,-211110.37082706217,-25461.13936831958,-575.9005007851433,-30.48135220516614,-15.31872731335303,8.475257919225823
2022-10-19 13:30:00-04:00,-1701377.5966700066,885192.0430131351,-1168377.1383402024,363483.12445542455,-1021.9739986005634,-31.511662041587666,-18.587147137474858,7.517436289669843
2022-10-19 14:30:00-04:00,-933413.4146707241,1046900.8719419152,-787320.6284999232,370210.6219727431,-1190.5854801595465,-33.115710126443894,-15.926927588341508,8.542076264071614
2022-10-19 15:30:00-04:00,-1576215.2594049633,353436.3115992989,-435456.03290546435,1617711.9103152289,-3645.53462116923,-34.44045522630383,-20.686075631618074,7.337379261510605
2022-10-20 09:30:00-04:00,9537319.274427587,-2363740.431183571,-214680.2244804205,1160796.3145316245,-4166.542026351732,-23.711482918405498,-18.043704460520498,3.212418851876165
2022-10-20 10:30:00-04:00,-306072.8690117888,208005.52801815612,-711755.1109494551,1105412.50224212,-2743.911247201588,-30.767014849329666,-17.457128008419748,5.239252053605467
2022-10-20 11:30:00-04:00,-1130430.121447248,-355399.5105618648,-509205.01515604276,-15607.76131830977,-385.72108987007897,-31.323675036929178,-15.887165649740906,5.6655374259316424
2022-10-20 12:30:00-04:00,-1668383.7349411233,-19113.478726401987,-797941.5833174372,-227233.30836587603,140.52308036853216,-32.73921816574032,-14.664935662477271,5.496511687205833
2022-10-20 13:30:00-04:00,-1237203.4779495273,-116927.52511074516,-764638.7540777277,-418882.7657000228,467.4845655005338,-34.01474615991013,-13.763288187178917,5.988914437725042
2022-10-20 14:30:00-04:00,-606564.3961755829,306875.5777457882,-379003.8919099776,-103372.79427872259,-312.4430066077637,-33.28011750754364,-15.588681223695396,5.750219342707061
2022-10-20 15:30:00-04:00,-1900529.4355250443,562823.1946055003,194466.06320590817,20935.045722805884,-469.496243196137,-33.749620038300876,-16.0525773431303,5.267169646611464
2022-10-21 09:30:00-04:00,18477881.708487563,2595196.8821690916,-351541.82689284725,3711354.2524106777,-10611.581181565609,-18.056339539487215,-11.2251279004185,-3.7014881085646856
2022-10-21 10:30:00-04:00,5215893.087000436,1408871.7215039772,-2066729.4061474563,509328.34355080477,-2139.286016418488,-22.847881967398703,-12.382778581588957,-4.959280339435673
2022-10-21 11:30:00-04:00,3127116.474772847,664136.7711695274,-1483345.401121026,7747.1446401649255,-904.2068634360061,-22.731295126441516,-14.476346803303764,-6.885706650970335
2022-10-21 12:30:00-04:00,-708065.1220998773,697294.499575256,-784147.8964943076,-351687.20400122664,242.81508651186445,-23.35339471742164,-15.980660589728613,-8.432503188808221
2022-10-21 13:30:00-04:00,-1033430.54887407,1039704.5214901387,-582354.717156678,-97383.09869563197,-260.68129902696603,-20.71642674542951,-17.172844716238572,-9.373510534315567
2022-10-21 14:30:00-04:00,2892330.7192176916,-486904.30482883385,-1462086.9587897921,82017.64386647708,-995.4556537912536,-18.915472460259522,-16.374803545697517,-11.347472839588072
2022-10-21 15:30:00-04:00,2118024.220645389,-99213.06530217156,-148721.94803906826,580797.3698497996,-2073.8065215202982,-20.13117133199108,-15.829752854422711,-9.985405211338708
2022-10-24 09:30:00-04:00,16122211.578434298,2954880.082434896,-281699.49522782053,1150137.1625800831,-5153.490264091999,-10.085784110844125,-4.4497629806580274,-13.233673843820267
2022-10-24 10:30:00-04:00,8132667.804562694,11028751.125619907,-3661425.39405565,-339614.2403123102,-864.5315521473274,4.598371237677924,-4.607636383843253,-16.276460223241372
2022-10-24 11:30:00-04:00,1372685.4411237247,2297507.817542712,-827245.9389358128,-220167.81914635256,-336.03179729064755,-9.980873951393894,-15.075904793611487,-18.453105179190636
2022-10-24 12:30:00-04:00,160661.23079801621,3751638.4859704287,-2016342.33769793,-244028.8303055157,-12.930020981869998,-7.89445070581648,-14.96295623148788,-18.229691622170066
2022-10-24 13:30:00-04:00,871119.8527973993,6380598.766539281,-2758192.8720117253,-418851.98965822934,270.5815101682422,-6.523303780500422,-10.801802067398365,-18.44621807446421
2022-10-24 14:30:00-04:00,2781102.029671554,809376.0189591319,-1280954.8954801746,-602181.3139143722,341.7820894697849,-11.680772911954824,-12.435398689441788,-19.09550469792433
2022-10-24 15:30:00-04:00,-48382.0284950255,664605.1468945757,-237254.44515518445,460780.00124667044,-1551.1579564541626,-15.962716925228463,-15.650210759870733,-19.812318293891966
2022-10-25 09:30:00-04:00,14462159.072241576,-42308.60825608971,177375.95984918586,-354547.60947133595,-1880.0694691902374,3.5814757996722713,-10.679837234143063,-19.029474703364716
2022-10-25 10:30:00-04:00,1722441.0918324653,152958.55244284906,-66292.44532154499,170954.14536920175,-1211.9892427303437,-5.880918207969666,-18.349918021383,-19.975532631636174
2022-10-25 11:30:00-04:00,420889.6686072906,-59859.203890597266,-488977.6121121124,-344479.911162799,59.68468644867646,-6.3624256949065,-17.617189578520627,-19.752791978216184
2022-10-25 12:30:00-04:00,-1128031.9548627967,1984721.4665119718,-600117.9812249765,-588045.9064650165,718.6026203076274,-4.302167908012035,-16.407254651440294,-19.3839358477843
2022-10-25 13:30:00-04:00,-838124.6568613858,1238875.5566067055,-652694.7664948541,-479516.0338122036,487.12320329245773,-3.568402134852425,-18.318062167403703,-19.85231655401546
2022-10-25 14:30:00-04:00,252695.51906264896,2356142.4361698604,-375994.4538432044,-509013.0878919172,336.9166973048658,2.3634224598331537,-18.1005152714641,-21.396561627252037
2022-10-25 15:30:00-04:00,761742.0013947716,1274152.2830185997,660613.9978084597,-69369.19698558898,-720.5339827159421,-0.743030539760364,-18.653558135797407,-21.284526173162416
2022-10-26 09:30:00-04:00,22441693.302972108,2436593.7709287764,20696482.060302466,-5669145.234902031,5099.138092995524,-4.7240727735922,17.020861290781017,9.701454023102883
2022-10-26 10:30:00-04:00,5645306.3818427315,2622547.57322498,9500813.448228208,-2610048.0146043785,2591.830358147459,-7.52037984730436,-5.442682474118918,-2.0314224666850165
2022-10-26 11:30:00-04:00,1818419.273866159,1416002.1828805862,4717096.444532403,-1784072.644321246,2076.026831763267,-9.560026828409594,-10.511166214742723,-5.661507525718518
2022-10-26 12:30:00-04:00,3120144.4318513367,1430913.4959973933,2245482.4103557747,-1193789.1469768179,1025.580265282631,-11.25394584729921,-9.721466076334828,-4.1454032210168315
2022-10-26 13:30:00-04:00,3624004.67757831,2276842.4709744076,483497.2734794816,-1250729.1200213302,1274.573439294848,-10.806241959738117,-9.972534049278206,-5.40846693392467
2022-10-26 14:30:00-04:00,4032097.8663316616,3831611.419980061,1554042.2563693905,-1529752.6465449366,1606.4452774159663,-9.446186828173856,-8.928211012755446,-3.852423939650397
2022-10-26 15:30:00-04:00,4719222.624417272,3933772.5405364726,3309762.64939751,-640678.9109771913,-502.33736140068845,-10.893470624797487,-9.279191734216615,-1.9115458423061982
2022-10-27 09:30:00-04:00,49293434.73115647,67559533.47797316,-13744509.364704534,-432580.3476649167,-6357.57961284695,96.77191832935489,71.88864271579209,-6.979911325236718
2022-10-27 10:30:00-04:00,13319834.695841054,22711469.340378005,-5687061.159684163,-726670.9808423272,-822.5312627336657,0.3363977525129836,22.650802298017105,-7.066279412703715
2022-10-27 11:30:00-04:00,7997330.431142085,13753455.953889418,-2856906.8085545893,-635691.6614381466,-422.24899274873087,-20.22288494687882,12.530544712125767,-3.6454104279358406
2022-10-27 12:30:00-04:00,7029564.844472948,10379542.868165271,-3116227.581716048,-510934.32585307723,-424.2905716196086,-28.24775292170839,9.829405742686227,-3.5766250884473485
2022-10-27 13:30:00-04:00,8864950.577592785,14778310.342785474,-4961565.792176349,-849497.7899359282,133.12294934302943,-19.48060387242759,14.432236938362736,-4.607938838390092
2022-10-27 14:30:00-04:00,15880296.95934865,25629963.638869334,-6851854.184293626,-731832.2674919273,-1081.8583628063257,-0.5660328601549278,26.24524871465855,-2.8933886352426126
2022-10-27 15:30:00-04:00,10363370.284990398,12853194.325730952,-3217224.384321029,171052.03419405705,-2295.0894443773245,-24.69830283999666,12.732695056784676,-3.5409369502405155
2022-10-28 09:30:00-04:00,51642993.636726335,6691970.70058107,-5733819.48301599,3370544.2799519245,-13777.207314908343,0.682729410592138,28.24522764633467,-7.759538846229508
2022-10-28 10:30:00-04:00,25883426.272278104,2658153.289588837,-3098727.520820703,-647726.3315424544,-2468.900485247365,-17.75094513703724,23.73037330359612,-10.058585681002697
2022-10-28 11:30:00-04:00,12052616.802021733,4187612.2603897694,-3218547.9045690103,-366781.95988934505,-1212.4647083637321,-22.865251570854095,15.329391059519097,-13.092516882336623
