Datetime,Open,Volume,Insider Stock Sold,MSFT_Volume,META_Volume,XOM_Open,XOM_Volume,MACD,MACD_Hist,GD,Return,MSFT_Return,GOOGL_Return,META_Return,XOM_Return,Volatility,MSFT_Volatility,GOOGL_Volatility,META_Volatility,XOM_Volatility,MSFT_Momentum,GOOGL_Momentum,META_Momentum,XOM_Momentum,log_open
2022-08-16 09:30:00-04:00,172.77999877929688,14075937,0.0,4004356,5722444,92.02999877929688,3451483,,,2.7,,,,,,,,,,,,,,,5.1577901243866435
2022-08-16 10:30:00-04:00,172.11500549316406,8394647,0.0,2186690,3365643,92.47000122070312,1636823,,,2.7,0.0061007672304584926,0.002505185317839942,0.00016482561091901715,0.004438164528836053,-0.010811979923201265,,,,,,,,,,5.153956145271778
2022-08-16 11:30:00-04:00,173.16000366210938,5388672,0.0,1585045,2327792,91.47000122070312,1436264,,,2.7,-0.00106836194664639,0.0007188287802286641,0.003049305733879404,0.0002198481016892906,0.007099198058803102,,,,,,,,,,5.159974437953562
2022-08-16 12:30:00-04:00,172.97000122070312,3697247,0.0,933514,1627837,92.13880157470703,1075089,,,2.7,-0.00014458247949689085,0.0016077212375684713,-0.00032865759451350396,0.004086006220094918,-0.005421171924041124,,,,,,,,,,5.158882877573204
2022-08-16 13:30:00-04:00,172.9499969482422,4886579,0.0,1229914,2030718,91.62999725341797,1346929,,,2.7,0.0016768346345137353,0.002390670444547105,0.003041035194791819,0.004622420596680277,0.0012003558608053577,,,,,,,,,,5.158767884054072
2022-08-16 14:30:00-04:00,173.23500061035156,6605190,0.0,1698966,2571078,91.76000213623047,1450953,,,2.7,-0.003607711730444718,-0.0026234864421315063,-0.0035234374135527657,-0.005654439136937417,-1.0810041297659723e-06,,,,,,,,,,5.160404966224524
2022-08-16 15:30:00-04:00,172.6199951171875,7321889,0.0,1928873,1630254,91.75,2276556,,,2.7,0.002404155333698643,-0.00013656496781233596,0.0008222882461903502,0.0006132609318503235,-0.003268710559417798,,,,,,,,,,5.156868974840101
2022-08-17 09:30:00-04:00,173.25,18521740,0.0,4046615,5083487,91.2699966430664,2924589,,,2.7,0.005837106362834854,-0.003653559713211907,-0.011326118662880691,-0.020782236551874056,0.006232911031662791,,,,,,,,,,5.160491049640633
2022-08-17 10:30:00-04:00,174.0500030517578,8950496,0.0,2349012,2588785,92.01000213623047,2455316,,,2.7,-0.0014364514458983235,-0.001287966118579953,-0.004047973350392975,-0.005007140158250323,0.0005433933229943566,,,,,,,,,,5.16507166483431
2022-08-17 11:30:00-04:00,173.78919982910156,6068883,0.0,1632933,2336237,92.06999969482422,1159673,,,2.7,5.7596904377010816e-05,9.168213562582572e-05,0.0018824509039678805,0.000400339258726623,0.0040187112828113936,,,,,,,,,,5.163580675437904
2022-08-17 12:30:00-04:00,173.8000030517578,8500693,0.0,1200766,2436854,92.44000244140625,1185824,,,2.7,0.004660515215022976,0.0016420598657749252,-0.0005413712132211757,0.004401533449839956,0.0019472122503445544,,,,,,,,,,5.163642480680004
2022-08-17 13:30:00-04:00,174.601806640625,12610698,0.0,2240469,2286377,92.62000274658203,1075978,,,2.7,0.006041994571293285,0.003331767149296727,0.0057081388580988435,0.008195248577743897,0.0,,,,,,,,,,5.168218969534339
2022-08-17 14:30:00-04:00,175.6699981689453,11484233,0.0,1978527,2169230,92.62000274658203,1105605,,,2.7,-0.0036625785751879247,-0.003525660572681333,-0.0048057156294804,-0.007423015681194967,-0.003131082994251466,,,,,,,,,,5.174283575260324
2022-08-17 15:30:00-04:00,175.02000427246094,6979483,0.0,1818073,2017681,92.31999969482422,2026623,,,2.7,-0.0022946385665274516,-0.001107713759566642,-0.004662372456482045,-0.005601845893829505,-0.0011913853370526528,,,,,,,,,,5.170597649218253
2022-08-18 09:30:00-04:00,173.75,15760666,0.0,4871644,5839785,93.1500015258789,5465893,,,2.7,-0.00566939790435006,-0.004931692389418374,-0.0017323288102395473,-0.008235644215841442,0.026024739688900622,,,,,,,,,,5.163356381113919
2022-08-18 10:30:00-04:00,173.6199951171875,7209857,0.0,2222067,3191241,94.62999725341797,3137137,,,2.7,0.004434654103658842,0.004277030310551266,0.010868650069205676,0.01176398848423843,-0.006129801460776685,,,,,,,,,,5.162612156420157
2022-08-18 11:30:00-04:00,174.41000366210938,6986523,0.0,1563381,2021951,94.02999877929688,1307712,,,2.7,-0.0021215317094971375,-0.0020262255399792206,-0.005470789423524081,-0.005271566009244277,0.0003190002020929672,,,,,,,,,,5.167126111733115
2022-08-18 12:30:00-04:00,174.03309631347656,6011831,0.0,1109717,1370425,94.05999755859375,1277666,,,2.7,0.002175493172869025,0.0015486156189217226,0.0018335854738571467,0.004382708132079527,0.0028701673641151615,,,,,,,,,,5.164975077833537
2022-08-18 13:30:00-04:00,174.41000366210938,5106462,0.0,1218063,1499694,94.3499984741211,1087402,,,2.7,-0.0008525777945522783,3.428823444839857e-05,0.0029950134733078837,0.0,-0.000634920275492834,,,,,,,,,,5.167126111733115
2022-08-18 14:30:00-04:00,174.2550048828125,8193218,0.0,1629404,2064090,94.29000091552734,1131221,,,2.7,0.002749928482595587,0.0021645934005696255,0.0013271704159716347,0.0,-0.0011147093813050901,,,,,,,,,,5.166242084039366
2022-08-18 15:30:00-04:00,174.74000549316406,7848793,0.0,2271111,1953894,94.18000030517578,2043026,,,2.7,-0.0033713765866418832,-0.004868290406653486,-0.004721667404410712,-0.0035939850998515377,0.0023880996517577913,,,,,,,,,,5.1690056613250315
2022-08-19 09:30:00-04:00,173.5,21666336,0.0,5677573,7892471,94.12999725341797,3761590,,,2.7,-0.011369484909175331,-0.010507883304385124,-0.01722846166072134,-0.033722656968695586,0.0011663125675653863,,,,,,,,,,5.161924741642482
2022-08-19 10:30:00-04:00,172.1699981689453,8934909,0.0,2122768,3906124,94.5,1978275,,,2.7,-0.0009583161287537445,-0.0029595283200604117,-0.004022683492169166,-0.003670083597403395,0.0005289960981189612,,,,,,,,,,5.154273760390319
2022-08-19 11:30:00-04:00,172.00999450683594,5955075,0.0,1401489,2843292,94.55000305175781,1428897,,,2.7,0.0009011294723806351,0.0002444731380077947,-0.0010628799492536922,-0.0030960302971401177,0.0008460430744523517,,,,,,,,,,5.153349364544872
